UID,Response ID,Time Started,Date Submitted,Status,Your birth YEAR (Ex. 1988),Your AVANCE site: ,Sonoma Sites,San Antonio Sites,Hidalgo Sites,Houston Sites,Dallas Sites,Austin Sites,Starr/Zapata Sites,"P-C Interactions, ECLS-B...15","P-C Interactions, ECLS-B...16","P-C Interactions, ECLS-B...17","P-C Interactions, ECLS-B...18","P-C Interactions, HOME...19","P-C Interactions, HOME...20",Parental Stress_PSOC #1,Parental Stress_PSOC #2,Parental Stress_PSOC #3,Parental Stress_PSOC #5,Parental Stress_PSOC #8,Parental Stress_PSOC #10,Parental Stress_PSOC #13,Parental Stress_PSOC #15,Parental Stress_PSOC #16,Parental Stress_PSOC #17,"P-C Interactions, FIQ SBI1","P-C Interactions, FIQ SBI2","P-C Interactions, FIQ SBI3","P-C Interactions, FIQ SBI4","P-C Interactions, FIQ HBI1","P-C Interactions, FIQ HBI2","P-C Interactions, FIQ HBI3","P-C Interactions, FIQ HBI4","P-C Interactions, FIQ HBI5","P-C Interactions, FIQ HBI6","P-C Interactions, FIQ HBI8","P-C Interactions, FIQ HBI9","P-C Interactions, FIQ HBI10","P-C Interactions, FIQ HBI11","P-C Interactions, FIQ HBI12","P-C Interactions, FIQ HBI13","P-C Interactions, FIQ HSC3","P-C Interactions, FIQ HSC4","P-C Interactions, FIQ HSC5","P-C Interactions, FIQ HSC6","P-C Interactions, FIQ HSC7",Efficacy FES1,Efficacy FES3,Efficacy FES4,Efficacy FES6,Efficacy FES7,Efficacy FES9,Efficacy FES10,Efficacy FES11,Efficacy FES14,Belonging SCS1,Belonging SCS2,Belonging SCS3,Belonging SCS4,Belonging SCS5,Belonging SCS6,Belonging SCS7,Belonging SCS10,Belonging SCS11,Kinder Readiness SPEAK1,Kinder Readiness SPEAK2,Kinder Readiness SPEAK3,Kinder Readiness SPEAK4,Kinder Readiness SPEAK5,Kinder Readiness SPEAK6 - REVERSE,Kinder Readiness SPEAK7 - REVERSE,Kinder Readiness SPEAK9,Kinder Readiness SPEAK10,Kinder Readiness SPEAK11,Kinder Readiness SPEAK12,Kinder Readiness SPEAK13,Kinder Readiness SPEAK13 - REVERSE,Kinder Readiness SPEAK14,Kinder Readiness SPEAK15,"TANF:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Food Stamps:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Health Care:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Health Clinics:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Family Planning:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Alcoholics Anonymous:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Parents Anonymous:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Police/Fire Department:Of the resources listed below, which are you familiar with? (Check all that apply.) ","U.S. Citizenship and Immigration Services:Of the resources listed below, which are you familiar with? (Check all that apply.) ","IRS- Earned Income Credit:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Head Start/Early Head Start:Of the resources listed below, which are you familiar with? (Check all that apply.) ","CCMS- Child Care Management System:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Early Childhood Intervention (ECI):Of the resources listed below, which are you familiar with? (Check all that apply.) ","Local Community Colleges:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Public Library:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Adult Literacy Programs:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Career Readiness:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Banks- Financial Literacy:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Domestic Violence Shelter:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Child Abuse Prevention:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Youth Development Programs:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Counseling / Therapy:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Other - Write In:Of the resources listed below, which are you familiar with? (Check all that apply.) ...107","Other - Write In:Of the resources listed below, which are you familiar with? (Check all that apply.) ...108","TANF:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Food Stamps:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Health Care:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Health Clinics:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Family Planning:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Alcoholics Anonymous:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Parents Anonymous:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Police/Fire Department:Of the resources you are familiar with, which have you used? (Check all that apply.) ","U.S. Citizenship and Immigration Services:Of the resources you are familiar with, which have you used? (Check all that apply.) ","IRS- Earned Income Credit:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Head Start/Early Head Start:Of the resources you are familiar with, which have you used? (Check all that apply.) ","CCMS- Child Care Management System:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Early Childhood Intervention (ECI):Of the resources you are familiar with, which have you used? (Check all that apply.) ","Local Community Colleges:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Public Library:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Adult Literacy Programs:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Career Readiness:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Banks- Financial Literacy:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Domestic Violence Shelter:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Child Abuse Prevention:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Youth Development Programs:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Counseling / Therapy:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Other - Write In:Of the resources you are familiar with, which have you used? (Check all that apply.) ...131","Other - Write In:Of the resources you are familiar with, which have you used? (Check all that apply.) ...132",Which of the following best describes your employment status at this time?,Do you have any interest in seeking employment or further education in the future?,"ESL Classes:Since you started with AVANCE, which of the following career or educational needs have been met?  (Check all that apply).","GED Classes:Since you started with AVANCE, which of the following career or educational needs have been met?  (Check all that apply).","Resume Support:Since you started with AVANCE, which of the following career or educational needs have been met?  (Check all that apply).","Interviewing Skills:Since you started with AVANCE, which of the following career or educational needs have been met?  (Check all that apply).","Finance/Accounting:Since you started with AVANCE, which of the following career or educational needs have been met?  (Check all that apply).","More information about my options:Since you started with AVANCE, which of the following career or educational needs have been met?  (Check all that apply).","Computer/Tech Literacy:Since you started with AVANCE, which of the following career or educational needs have been met?  (Check all that apply).","Other - Write In (Required):Since you started with AVANCE, which of the following career or educational needs have been met?  (Check all that apply)....142","Other - Write In (Required):Since you started with AVANCE, which of the following career or educational needs have been met?  (Check all that apply)....143",ESL Classes:In the future do you have any plans to pursue any of the following?  (Check all that apply).,Adult Basic Education:In the future do you have any plans to pursue any of the following?  (Check all that apply).,Interviewing Skills:In the future do you have any plans to pursue any of the following?  (Check all that apply).,Financial Literacy:In the future do you have any plans to pursue any of the following?  (Check all that apply).,Computer/Tech Literacy:In the future do you have any plans to pursue any of the following?  (Check all that apply).,GED:In the future do you have any plans to pursue any of the following?  (Check all that apply).,College/University:In the future do you have any plans to pursue any of the following?  (Check all that apply).,More information about my options:In the future do you have any plans to pursue any of the following?  (Check all that apply).,Other - Write In (Required):In the future do you have any plans to pursue any of the following?  (Check all that apply)....152,Other - Write In (Required):In the future do you have any plans to pursue any of the following?  (Check all that apply)....153,"Since you started with AVANCE, have you enrolled in or completed any additional educational programs?",GED:Which of the following educational programs have you begun or completed? (Check all that apply).,Certificate:Which of the following educational programs have you begun or completed? (Check all that apply).,Associates:Which of the following educational programs have you begun or completed? (Check all that apply).,Bachelors:Which of the following educational programs have you begun or completed? (Check all that apply).,Masters:Which of the following educational programs have you begun or completed? (Check all that apply).,Other - Write In:Which of the following educational programs have you begun or completed? (Check all that apply)....160,Other - Write In:Which of the following educational programs have you begun or completed? (Check all that apply)....161,"What is your average gross MONTHLY (not yearly) family income at this time?   (This is an estimate of how much money you make in a month for all family members in your household ex: $1,000 from all adults).  ","Now that vaccines for COVID-19 are available to all adults, are you willing to receive the vaccine?","On a scale of 1-10 (0 = not likely, 10 = very likely), how likely would you be to recommend this program to a friend or family member?"
A1838,11,2021-05-10T09:29:00Z,2021-05-10T09:38:56Z,Partial,1995,Hidalgo,NA,NA,Early Head Start,NA,NA,NA,NA,1 to 2 times  a week,3 to 6 times a week,3 to 6 times a week,3 to 6 times a week,Parents should <strong>always</strong> spend time teaching their children,Always,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Sometimes,Sometimes,N/A,Sometimes,Often,Often,Often,Sometimes,Always,Sometimes,Often,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Often,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A9494,12,2021-05-10T09:35:28Z,2021-05-10T09:49:19Z,Complete,1989,Hidalgo,NA,NA,Early Head Start,NA,NA,NA,NA,1 to 2 times  a week,1 to 2 times a week,1 to 2 times a week,1 to 2 times a week,Parents should <strong>usually</strong> spend time teaching their children,NA,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,N/A,N/A,Always,N/A,Often,Often,Often,Always,Always,Rarely,Sometimes,Always,Always,Always,Always,N/A,N/A,Always,Always,Always,Rarely,Always,Always,Always,Always,Often,Often,Never,Often,Always,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,"As a baby, 6 to 12 months","As a toddler, 1 to 3 years","As a toddler, 1 to 3 years",Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Neutral,Agree,NA,Food Stamps,Health Care,NA,NA,NA,NA,NA,NA,NA,Head Start/Early Head Start,NA,NA,NA,Public Library,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food Stamps,Health Care,Health Clinics,NA,NA,NA,NA,NA,NA,Head Start/Early Head Start,NA,NA,NA,Public Library,NA,NA,NA,NA,NA,NA,NA,NA,NA,Part-time or seasonal job,Yes,NA,GED Classes,NA,Interviewing Skills,NA,NA,Computer/Tech Literacy,NA,NA,NA,NA,NA,NA,NA,NA,College/University,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,1500,Yes,10
A9342,13,2021-05-10T09:41:58Z,2021-05-10T19:27:37Z,Complete,1995,Hidalgo,NA,NA,EHS Child Care,NA,NA,NA,NA,3 to 6 times a week,Every day,Every day,1 to 2 times a week,Parents should <strong>usually</strong> spend time teaching their children,NA,Somewhat Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Somewhat Disagree,N/A,Often,N/A,Sometimes,Often,Always,Always,Always,Often,Sometimes,Sometimes,Always,Rarely,Always,Often,Always,Always,Sometimes,Always,Often,Often,Always,Often,Always,Sometimes,Always,Often,Never,Often,Always,Slightly Agree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,Disagree,Strongly Disagree,"As a toddler, 1 to 3 years","As an infant, 0 to 6 months","As a baby, 6 to 12 months",Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other - Write In,Ninguno,NA,Food Stamps,Health Care,Health Clinics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unemployed (Currently seeking employment),Yes,ESL Classes,GED Classes,NA,NA,NA,NA,NA,NA,NA,ESL Classes,Adult Basic Education,NA,Financial Literacy,NA,GED,College/University,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,2000,No,10
A1838,14,2021-05-10T09:42:43Z,2021-05-10T14:44:00Z,Complete,1995,Hidalgo,NA,NA,Early Head Start,NA,NA,NA,NA,1 to 2 times  a week,3 to 6 times a week,3 to 6 times a week,3 to 6 times a week,Parents should <strong>always</strong> spend time teaching their children,Always,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Always,Often,Often,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,"As a baby, 6 to 12 months","As a baby, 6 to 12 months","As a baby, 6 to 12 months",Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,NA,Food Stamps,Health Care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food Stamps,Health Care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unemployed (Not seeking employment),No,ESL Classes,NA,NA,NA,NA,NA,NA,NA,NA,ESL Classes,NA,NA,NA,Computer/Tech Literacy,NA,College/University,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,2500,I don't know/Unsure,7
A6469,15,2021-05-10T09:52:12Z,2021-05-10T10:34:59Z,Complete,1986,Hidalgo,NA,NA,Early Head Start,NA,NA,NA,NA,3 to 6 times a week,1 to 2 times a week,3 to 6 times a week,1 to 2 times a week,Parents should <strong>always</strong> spend time teaching their children,NA,Somewhat Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,N/A,Always,Always,N/A,Sometimes,Always,Always,Always,Always,Always,Rarely,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Agree,Agree,Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Strongly Agree,Slightly Agree,"As a baby, 6 to 12 months","In preschool, 3 to 5 years","As a toddler, 1 to 3 years",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,TANF,Food Stamps,Health Care,Health Clinics,NA,NA,NA,NA,NA,NA,Head Start/Early Head Start,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TANF,Food Stamps,Health Care,Health Clinics,Family Planning,NA,NA,NA,U.S. Citizenship and Immigration Services,NA,Head Start/Early Head Start,NA,NA,NA,NA,Adult Literacy Programs,NA,NA,Domestic Violence Shelter,Child Abuse Prevention,Youth Development Programs,Counseling / Therapy,NA,NA,Full-time job,No,ESL Classes,NA,NA,NA,NA,NA,NA,NA,NA,ESL Classes,Adult Basic Education,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,700,No,5
A4482,16,2021-05-10T10:23:05Z,2021-05-10T10:57:09Z,Complete,1994,Hidalgo,NA,NA,Early Head Start,NA,NA,NA,NA,3 to 6 times a week,Every day,Every day,3 to 6 times a week,Parents should <strong>always</strong> spend time teaching their children,Always,Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,N/A,Sometimes,N/A,N/A,Always,Often,Often,Always,Always,Often,Often,Always,Always,Always,Often,Often,Often,Often,Always,Often,Often,Always,Always,Always,Always,Always,Often,Often,Always,Always,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,"As a toddler, 1 to 3 years","In kindergarten, 5 to 6 years","As a baby, 6 to 12 months",Neutral,Disagree,Strongly Disagree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Strongly Disagree,Disagree,Neutral,TANF,Food Stamps,Health Care,Health Clinics,Family Planning,Alcoholics Anonymous,Parents Anonymous,Police/Fire Department,U.S. Citizenship and Immigration Services,IRS- Earned Income Credit,Head Start/Early Head Start,CCMS- Child Care Management System,Early Childhood Intervention (ECI),Local Community Colleges,Public Library,Adult Literacy Programs,Career Readiness,Banks- Financial Literacy,Domestic Violence Shelter,Child Abuse Prevention,Youth Development Programs,Counseling / Therapy,NA,NA,NA,Food Stamps,Health Care,NA,NA,NA,NA,NA,NA,IRS- Earned Income Credit,Head Start/Early Head Start,NA,NA,Local Community Colleges,Public Library,NA,NA,Banks- Financial Literacy,NA,NA,NA,NA,NA,NA,Full-time job,Yes,NA,NA,NA,NA,NA,NA,NA,Other - Write In (Required),Continuing College,NA,NA,NA,NA,NA,NA,College/University,NA,NA,NA,Yes,NA,NA,NA,Bachelors,NA,NA,NA,2080.52,I don't know/Unsure,10
NA,17,2021-05-10T11:03:53Z,2021-05-10T11:04:08Z,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A4532,18,2021-05-10T11:24:49Z,2021-05-10T11:37:11Z,Complete,1994,Hidalgo,NA,NA,Early Head Start,NA,NA,NA,NA,3 to 6 times a week,3 to 6 times a week,Every day,Every day,Parents should <strong>always</strong> spend time teaching their children,Always,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Disagree,Agree,Sometimes,Often,Often,Sometimes,Often,Often,Often,Often,Often,Often,Rarely,Often,Often,Often,Sometimes,Often,Often,Often,Often,Often,Sometimes,Often,Often,Often,Sometimes,Often,Often,Often,Often,Often,Slightly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Slightly Agree,Agree,Agree,"As a toddler, 1 to 3 years","As a toddler, 1 to 3 years","As a toddler, 1 to 3 years",Neutral,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Strongly Disagree,Agree,NA,Food Stamps,Health Care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food Stamps,Health Care,NA,NA,NA,NA,NA,NA,NA,Head Start/Early Head Start,NA,NA,NA,Public Library,NA,NA,NA,NA,NA,NA,NA,NA,NA,Part-time or seasonal job,Yes,ESL Classes,NA,NA,NA,NA,NA,NA,NA,NA,ESL Classes,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,850,Yes,10
A6665,19,2021-05-10T12:10:55Z,2021-05-10T12:27:47Z,Complete,1991,Hidalgo,NA,NA,Early Head Start,NA,NA,NA,NA,3 to 6 times a week,3 to 6 times a week,Every day,Every day,Parents should <strong>always</strong> spend time teaching their children,NA,Somewhat Agree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,N/A,Always,Always,N/A,Always,Always,Always,Often,Often,Always,Rarely,Sometimes,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Seldom,Always,Sometimes,Disagree,Slightly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,"As an infant, 0 to 6 months","As a baby, 6 to 12 months","As a baby, 6 to 12 months",Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,NA,Food Stamps,Health Care,NA,Family Planning,NA,NA,NA,NA,NA,Head Start/Early Head Start,NA,NA,NA,Public Library,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food Stamps,Health Care,NA,Family Planning,NA,NA,NA,NA,NA,Head Start/Early Head Start,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Part-time or seasonal job,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESL Classes,NA,NA,NA,Computer/Tech Literacy,GED,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,800,I don't know/Unsure,10
A4918,20,2021-05-10T12:51:54Z,2021-05-10T13:07:50Z,Complete,1995,Hidalgo,NA,NA,Early Head Start,NA,NA,NA,NA,1 to 2 times  a week,1 to 2 times a week,Every day,Every day,Parents should <strong>always</strong> spend time teaching their children,NA,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,N/A,Often,Always,Sometimes,Often,Always,Always,Always,Always,Sometimes,Always,Often,Always,Always,Often,Always,Sometimes,Always,Always,Often,Often,Always,Always,Always,Often,Often,Always,Always,Always,Always,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,"As an infant, 0 to 6 months","As a toddler, 1 to 3 years","As a toddler, 1 to 3 years",Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,NA,NA,Health Care,Health Clinics,NA,NA,NA,NA,NA,NA,Head Start/Early Head Start,NA,NA,NA,Public Library,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Health Care,Health Clinics,NA,NA,NA,NA,NA,NA,Head Start/Early Head Start,NA,NA,NA,Public Library,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unemployed (Currently seeking employment),Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Interviewing Skills,NA,Computer/Tech Literacy,NA,College/University,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,1500,I don't know/Unsure,10
NA,21,2021-05-10T13:33:58Z,2021-05-10T13:34:05Z,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A6918,22,2021-05-10T19:09:47Z,2021-05-10T20:58:16Z,Complete,1992,Hidalgo,NA,NA,Early Head Start,NA,NA,NA,NA,3 to 6 times a week,3 to 6 times a week,3 to 6 times a week,1 to 2 times a week,Parents should <strong>always</strong> spend time teaching their children,Always,Strongly Agree,Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Always,Always,Always,Sometimes,Sometimes,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Slightly Agree,Slightly Agree,Disagree,Strongly Disagree,Slightly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,"As a baby, 6 to 12 months","As an infant, 0 to 6 months","As a baby, 6 to 12 months",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,Food Stamps,Health Care,NA,Family Planning,NA,NA,Police/Fire Department,NA,NA,Head Start/Early Head Start,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Counseling / Therapy,NA,NA,NA,Food Stamps,Health Care,NA,Family Planning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Counseling / Therapy,NA,NA,Unemployed (Currently seeking employment),No,ESL Classes,NA,NA,NA,NA,NA,NA,NA,NA,ESL Classes,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,570,I don't know/Unsure,10
NA,23,2021-05-11T00:08:13Z,2021-05-11T00:08:23Z,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
